AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_YEAR,ANNUAL_MILEAGE,VEHICLE_TYPE
40-64,female,0-9y,university,upper class,7.477.807.628.275.930,after 2015,12000.0,sedan
65+,male,10-19y,university,upper class,6.331.253.784.372.320,before 2015,9000.0,sedan
40-64,male,20-29y,high school,working class,42.756.083.545.866.500,before 2015,14000.0,sedan
16-25,male,0-9y,none,poverty,17.194.614.655.927.300,before 2015,,sedan
40-64,female,20-29y,high school,working class,4.175.859.096.253.330,before 2015,17000.0,sedan
65+,male,30y+,none,middle class,4.335.788.270.627.030,before 2015,9000.0,sedan
40-64,female,20-29y,high school,upper class,,before 2015,10000.0,sedan
16-25,male,0-9y,high school,poverty,,before 2015,16000.0,sedan
26-39,male,10-19y,high school,poverty,2.939.442.709.464.660,before 2015,15000.0,sedan
16-25,male,0-9y,high school,working class,3.667.668.775.354.430,before 2015,,sedan
26-39,female,10-19y,university,middle class,7.537.068.295.963.870,before 2015,14000.0,sedan
65+,female,30y+,high school,upper class,5.653.739.995.178.880,before 2015,8000.0,sports car
40-64,male,20-29y,university,upper class,6.992.068.026.332.680,before 2015,9000.0,sedan
40-64,female,0-9y,high school,middle class,6.759.014.187.945.680,before 2015,15000.0,sedan
40-64,male,20-29y,university,upper class,5.819.448.753.476.580,after 2015,16000.0,sedan
65+,male,30y+,university,upper class,5.579.938.528.070.130,after 2015,8000.0,sedan
26-39,female,10-19y,high school,working class,,before 2015,12000.0,sedan
65+,female,0-9y,none,working class,5.761.218.348.559.990,before 2015,13000.0,sedan
26-39,male,10-19y,none,poverty,20.005.440.615.337.800,before 2015,13000.0,sedan
16-25,female,0-9y,high school,poverty,2.877.081.919.505.580,before 2015,16000.0,sedan
40-64,female,10-19y,none,upper class,5.479.344.934.453.000,before 2015,10000.0,sedan
26-39,female,10-19y,high school,upper class,5.660.095.062.977.860,before 2015,12000.0,sedan
16-25,male,0-9y,high school,poverty,2.942.476.343.306.910,before 2015,15000.0,sports car
16-25,male,0-9y,high school,middle class,528.252.123.724.409,before 2015,14000.0,sedan
65+,female,30y+,university,upper class,6.247.325.793.532.980,after 2015,11000.0,sports car
26-39,female,10-19y,high school,poverty,,before 2015,7000.0,sedan
26-39,male,10-19y,high school,middle class,,after 2015,14000.0,sedan
26-39,female,10-19y,university,upper class,7.645.391.467.624.040,before 2015,7000.0,sedan
16-25,female,0-9y,high school,poverty,,before 2015,15000.0,sedan
16-25,female,0-9y,high school,middle class,5.358.175.849.673.690,before 2015,15000.0,sedan
26-39,female,10-19y,high school,poverty,3.607.985.341.463.070,before 2015,16000.0,sedan
16-25,male,0-9y,high school,middle class,4.925.676.182.081.350,before 2015,,sedan
26-39,male,10-19y,university,working class,,before 2015,13000.0,sedan
26-39,female,0-9y,university,middle class,6.749.346.402.678.850,after 2015,,sedan
26-39,male,10-19y,none,poverty,3.593.490.144.752.710,before 2015,13000.0,sedan
16-25,female,0-9y,none,poverty,3.698.460.345.206.050,before 2015,14000.0,sedan
65+,female,10-19y,university,upper class,7.725.842.396.081.840,before 2015,16000.0,sedan
40-64,female,0-9y,university,upper class,6.208.050.516.360.590,after 2015,13000.0,sedan
40-64,female,20-29y,high school,middle class,5.377.571.686.257.660,before 2015,11000.0,sedan
40-64,female,20-29y,university,upper class,5.823.559.985.127.140,after 2015,12000.0,sedan
40-64,male,20-29y,high school,middle class,6.350.821.354.567.280,before 2015,,sedan
26-39,male,10-19y,high school,upper class,6.944.868.066.429.870,after 2015,12000.0,sedan
26-39,female,0-9y,none,poverty,29.219.214.906.569.800,after 2015,12000.0,sedan
65+,male,20-29y,university,upper class,6.406.213.074.929.790,before 2015,12000.0,sedan
26-39,male,10-19y,university,upper class,,after 2015,11000.0,sedan
26-39,female,10-19y,high school,working class,3.688.705.897.717.830,before 2015,13000.0,sedan
26-39,male,10-19y,university,middle class,3.897.883.988.501.610,after 2015,15000.0,sedan
26-39,female,10-19y,high school,middle class,5.966.110.352.087.220,after 2015,,sedan
40-64,female,20-29y,high school,upper class,6.636.630.728.417.400,after 2015,8000.0,sedan
26-39,female,10-19y,high school,working class,3.752.825.494.625.610,after 2015,16000.0,sedan
40-64,female,20-29y,university,upper class,6.518.121.915.052.590,after 2015,7000.0,sedan
26-39,female,10-19y,high school,poverty,2.438.782.761.572.760,before 2015,,sedan
16-25,female,0-9y,university,upper class,6.531.145.655.351.570,before 2015,10000.0,sedan
26-39,female,10-19y,high school,poverty,4.233.795.488.037.920,before 2015,,sedan
65+,female,30y+,high school,upper class,,before 2015,12000.0,sedan
65+,male,30y+,university,middle class,4.877.163.705.214.290,before 2015,14000.0,sedan
65+,female,30y+,high school,upper class,7.347.168.609.010.560,before 2015,14000.0,sedan
16-25,female,0-9y,university,middle class,5.426.963.745.001.640,before 2015,,sedan
40-64,female,20-29y,high school,working class,4.326.072.305.459.560,before 2015,11000.0,sedan
16-25,female,0-9y,high school,working class,4.082.489.900.846.950,before 2015,11000.0,sports car
26-39,female,10-19y,high school,upper class,7.139.746.286.419.780,before 2015,11000.0,sedan
26-39,male,10-19y,university,middle class,4.744.424.816.375.180,before 2015,16000.0,sedan
40-64,male,20-29y,university,upper class,,before 2015,17000.0,sedan
40-64,male,20-29y,university,upper class,609.711.031.981.781,after 2015,,sedan
40-64,male,20-29y,high school,middle class,5.777.847.889.982.200,before 2015,12000.0,sedan
40-64,female,10-19y,university,middle class,5.045.828.282.314.390,before 2015,9000.0,sedan
16-25,male,0-9y,university,middle class,3.403.461.714.413.160,after 2015,12000.0,sedan
65+,male,30y+,university,upper class,,before 2015,15000.0,sedan
16-25,male,0-9y,high school,middle class,5.337.722.655.596.090,before 2015,13000.0,sedan
26-39,male,0-9y,university,upper class,6.366.828.182.690.410,after 2015,10000.0,sedan
40-64,male,20-29y,university,upper class,4.544.469.195.392.020,before 2015,15000.0,sedan
26-39,female,10-19y,high school,poverty,5.120.008.207.104.840,before 2015,11000.0,sedan
40-64,female,20-29y,none,working class,3.644.138.664.579.330,before 2015,7000.0,sedan
65+,female,10-19y,university,upper class,8.573.570.012.255.690,before 2015,9000.0,sedan
26-39,male,10-19y,none,middle class,5.037.686.995.508.430,before 2015,,sedan
26-39,male,10-19y,none,middle class,535.622.682.575.498,after 2015,9000.0,sedan
65+,male,30y+,university,upper class,6.700.081.778.757.910,before 2015,11000.0,sedan
40-64,female,20-29y,university,upper class,7.086.117.611.504.970,before 2015,9000.0,sedan
40-64,female,10-19y,university,middle class,6.417.202.482.487.380,before 2015,10000.0,sedan
40-64,female,0-9y,university,middle class,4.504.891.385.915.820,before 2015,12000.0,sedan
16-25,male,0-9y,university,working class,4.578.980.654.711.780,before 2015,13000.0,sedan
26-39,female,0-9y,university,working class,2.947.766.518.672.680,before 2015,11000.0,sedan
26-39,female,10-19y,high school,working class,4.702.667.725.463.440,before 2015,8000.0,sedan
26-39,male,10-19y,none,working class,3.448.138.443.032.320,before 2015,14000.0,sedan
40-64,female,10-19y,university,upper class,5.520.183.886.629.840,after 2015,13000.0,sedan
26-39,female,10-19y,high school,working class,4.252.811.553.799.310,after 2015,14000.0,sedan
26-39,female,10-19y,none,working class,5.951.810.837.458.440,before 2015,12000.0,sedan
40-64,male,0-9y,high school,middle class,6.004.551.641.841.690,before 2015,12000.0,sedan
65+,male,30y+,university,upper class,6.830.716.682.406.900,before 2015,6000.0,sedan
16-25,female,0-9y,none,working class,5.934.441.402.402.550,before 2015,,sedan
16-25,male,0-9y,high school,poverty,,before 2015,13000.0,sedan
40-64,female,0-9y,none,poverty,4.112.607.340.361.530,before 2015,11000.0,sedan
26-39,female,10-19y,high school,middle class,4.862.485.671.686.240,before 2015,9000.0,sedan
40-64,male,10-19y,university,upper class,6.631.350.934.617.570,before 2015,12000.0,sedan
40-64,female,20-29y,university,upper class,,before 2015,,sedan
65+,male,30y+,high school,middle class,410.211.832.996.772,before 2015,,sedan
16-25,male,0-9y,high school,poverty,,before 2015,10000.0,sedan
16-25,male,0-9y,university,middle class,54.128.087.074.694,before 2015,14000.0,sports car
40-64,male,20-29y,high school,upper class,8.259.127.336.694.690,after 2015,10000.0,sedan
26-39,female,0-9y,university,upper class,,before 2015,11000.0,sedan
26-39,male,10-19y,university,working class,4.327.990.376.137.220,before 2015,13000.0,sedan
26-39,female,10-19y,none,middle class,6.531.346.805.952.560,before 2015,10000.0,sedan
65+,female,20-29y,university,upper class,6.585.698.019.422.610,before 2015,12000.0,sedan
40-64,female,20-29y,none,working class,3.776.521.180.272.240,before 2015,11000.0,sedan
40-64,female,20-29y,none,middle class,,before 2015,,sedan
26-39,female,10-19y,high school,poverty,,before 2015,13000.0,sedan
40-64,female,20-29y,university,upper class,6.114.283.704.412.110,after 2015,13000.0,sedan
40-64,male,20-29y,high school,middle class,5.300.029.601.626.920,before 2015,8000.0,sedan
16-25,female,0-9y,university,middle class,6.658.044.484.751.470,after 2015,11000.0,sedan
65+,female,10-19y,high school,upper class,6.764.470.887.101.590,after 2015,11000.0,sedan
26-39,male,10-19y,university,middle class,5.418.672.821.303.810,before 2015,6000.0,sedan
26-39,female,10-19y,high school,middle class,4.543.913.057.133.930,before 2015,,sedan
40-64,male,20-29y,high school,working class,5.773.390.893.127.760,before 2015,11000.0,sedan
40-64,male,20-29y,high school,upper class,6.754.294.019.276.360,after 2015,8000.0,sedan
26-39,female,10-19y,university,upper class,6.175.130.394.101.560,after 2015,14000.0,sedan
40-64,male,10-19y,high school,upper class,5.749.994.535.452.860,before 2015,11000.0,sports car
26-39,female,0-9y,high school,upper class,6.238.790.577.275.640,after 2015,16000.0,sedan
26-39,male,10-19y,university,upper class,7.955.568.213.583.090,before 2015,17000.0,sedan
40-64,female,10-19y,high school,middle class,5.926.096.840.740.960,before 2015,13000.0,sedan
40-64,female,0-9y,university,upper class,4.720.291.922.931.860,after 2015,9000.0,sedan
65+,female,30y+,high school,upper class,6.288.764.873.080.210,before 2015,7000.0,sedan
26-39,female,10-19y,high school,poverty,4.964.996.457.402.480,before 2015,11000.0,sedan
65+,female,30y+,high school,upper class,6.542.716.199.084.810,after 2015,9000.0,sedan
65+,male,10-19y,university,upper class,5.411.171.526.670.340,after 2015,7000.0,sedan
40-64,male,20-29y,university,upper class,6.711.526.308.625.160,before 2015,13000.0,sedan
26-39,male,10-19y,university,working class,,before 2015,,sedan
26-39,female,10-19y,none,middle class,5.836.264.756.827.340,before 2015,11000.0,sedan
65+,male,30y+,university,upper class,6.349.648.687.817.420,after 2015,14000.0,sedan
16-25,male,0-9y,high school,poverty,2.887.835.942.837.980,before 2015,15000.0,sedan
40-64,male,10-19y,high school,upper class,5.464.771.405.777.190,before 2015,9000.0,sedan
40-64,male,20-29y,university,upper class,6.018.770.408.109.750,before 2015,,sedan
16-25,male,0-9y,none,poverty,2.469.505.160.422.720,before 2015,9000.0,sedan
26-39,male,10-19y,high school,middle class,6.650.377.664.996.780,after 2015,16000.0,sedan
40-64,female,10-19y,none,working class,42.537.261.684.660.500,after 2015,9000.0,sports car
16-25,male,0-9y,none,poverty,3.360.517.759.929.720,before 2015,12000.0,sedan
16-25,female,0-9y,high school,working class,3.928.280.180.316.740,before 2015,16000.0,sedan
26-39,female,10-19y,high school,middle class,4.993.148.108.076.060,after 2015,17000.0,sedan
65+,male,30y+,high school,upper class,6.773.942.647.724.960,before 2015,14000.0,sedan
26-39,male,0-9y,none,working class,3.599.178.912.483.730,before 2015,,sedan
26-39,male,10-19y,university,middle class,3.730.878.422.592.470,before 2015,11000.0,sedan
40-64,female,20-29y,high school,middle class,6.154.684.595.384.660,after 2015,11000.0,sedan
16-25,male,0-9y,none,working class,3.976.377.563.353.080,before 2015,10000.0,sedan
40-64,female,10-19y,high school,upper class,6.770.587.526.543.410,before 2015,7000.0,sedan
65+,female,30y+,university,upper class,4.681.964.499.145.390,after 2015,7000.0,sedan
65+,female,20-29y,university,upper class,6.119.055.041.598.030,before 2015,13000.0,sedan
65+,female,30y+,high school,upper class,6.977.579.641.522.400,after 2015,13000.0,sedan
26-39,female,10-19y,none,working class,5.969.627.792.495.600,after 2015,11000.0,sedan
40-64,female,20-29y,university,upper class,5.599.157.372.912.640,after 2015,17000.0,sedan
40-64,female,20-29y,university,middle class,6.003.341.486.734.920,before 2015,14000.0,sedan
26-39,female,10-19y,high school,poverty,2.902.069.116.355.310,before 2015,16000.0,sports car
40-64,female,20-29y,high school,working class,5.468.430.438.250.880,before 2015,9000.0,sedan
40-64,female,10-19y,none,working class,4.994.842.253.450.590,before 2015,13000.0,sedan
40-64,female,20-29y,high school,upper class,6.128.967.758.260.760,after 2015,13000.0,sedan
40-64,female,0-9y,high school,working class,3.913.905.444.971.410,before 2015,14000.0,sedan
40-64,female,20-29y,high school,middle class,4.889.530.344.800.870,before 2015,18000.0,sedan
40-64,female,20-29y,university,upper class,5.962.166.787.982.200,after 2015,9000.0,sedan
26-39,female,10-19y,none,poverty,3.288.220.420.707.860,before 2015,14000.0,sedan
16-25,male,0-9y,none,poverty,,before 2015,13000.0,sedan
40-64,female,20-29y,high school,middle class,,after 2015,10000.0,sedan
40-64,male,20-29y,university,upper class,7.326.876.616.299.970,after 2015,11000.0,sedan
26-39,male,10-19y,high school,working class,,before 2015,14000.0,sedan
65+,female,0-9y,high school,upper class,5.944.769.038.293.400,after 2015,14000.0,sedan
16-25,female,0-9y,high school,poverty,239.237.292.465.458,after 2015,15000.0,sedan
26-39,female,0-9y,university,upper class,654.758.523.557.963,before 2015,11000.0,sedan
65+,male,30y+,high school,upper class,5.944.585.157.381.120,before 2015,14000.0,sedan
40-64,female,20-29y,high school,upper class,545.037.688.684.192,before 2015,12000.0,sedan
16-25,male,0-9y,high school,middle class,4.243.746.466.627.320,before 2015,15000.0,sports car
16-25,male,0-9y,high school,working class,2.924.216.807.627.050,before 2015,12000.0,sedan
40-64,female,20-29y,high school,middle class,6.000.895.688.751.030,before 2015,10000.0,sedan
16-25,male,0-9y,high school,poverty,2.795.792.338.887.900,before 2015,7000.0,sedan
26-39,female,0-9y,none,working class,5.900.170.607.758.640,before 2015,,sedan
26-39,male,0-9y,none,poverty,3.618.763.212.555.670,before 2015,9000.0,sedan
40-64,male,20-29y,high school,working class,5.595.152.009.839.380,before 2015,10000.0,sedan
26-39,male,10-19y,high school,middle class,2.292.753.633.984.650,before 2015,8000.0,sedan
65+,male,30y+,university,upper class,6.360.258.083.796.870,before 2015,11000.0,sedan
26-39,female,10-19y,university,middle class,4.920.460.979.337.050,before 2015,12000.0,sedan
65+,female,20-29y,university,upper class,6.645.208.041.519.340,before 2015,10000.0,sedan
40-64,male,20-29y,high school,upper class,5.134.071.870.775.950,after 2015,10000.0,sedan
40-64,male,20-29y,high school,upper class,4.144.222.255.873.600,after 2015,14000.0,sedan
26-39,female,10-19y,high school,poverty,33.832.066.859.803.200,before 2015,15000.0,sedan
26-39,male,10-19y,university,middle class,5.838.111.791.901.190,before 2015,11000.0,sedan
26-39,female,10-19y,high school,middle class,6.050.756.232.722.500,before 2015,,sedan
26-39,female,10-19y,university,upper class,8.110.580.664.014.470,after 2015,9000.0,sedan
26-39,female,10-19y,none,working class,6.165.478.094.400.880,after 2015,16000.0,sedan
26-39,male,10-19y,none,working class,6.939.218.716.430.460,before 2015,11000.0,sedan
16-25,male,0-9y,university,poverty,3.600.840.439.351.240,before 2015,,sedan
40-64,female,20-29y,high school,upper class,6.872.984.522.417.020,after 2015,12000.0,sedan
65+,female,30y+,high school,upper class,5.996.956.646.686.800,before 2015,13000.0,sedan
16-25,male,0-9y,university,upper class,6.932.730.562.505.750,before 2015,15000.0,sedan
26-39,male,10-19y,university,upper class,3.308.566.737.384.710,after 2015,,sedan
65+,female,30y+,high school,middle class,5.657.720.983.137.870,before 2015,10000.0,sedan
26-39,female,0-9y,university,upper class,6.573.121.349.168.780,after 2015,13000.0,sedan
26-39,female,0-9y,university,working class,5.238.648.570.285.490,after 2015,9000.0,sedan
40-64,male,20-29y,none,middle class,3.637.436.901.420.260,before 2015,11000.0,sedan
